PONDERADOR	A1_COD	D1	D2_COD	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	SEXO	E2	E3	E4	E5	PROV	CANT_COD	F1	F2	F3	F4	F5	F6	F7	G1	G2	G3	G4	G5_COD	G6	G7	G8	G9	G10_COD	G11_COD	edadgrupo	educagrupo
,399	7	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	55	1	5	1	3	3-08 EL GUARCO	1	1	1	1	2	2	1	1	5	9	9	9	9	2	1	1	7	99999	3	3
2,438	9	1	99999	99999	1	99999	99999	1	1	1	99999	2	2	2	28	1	4	4	3	3-04 JIMENEZ	2	1	1	2	2	2	1	1	3	1	99999	99999	99999	2	1	1	7	99999	1	2
2,438	3	1	99999	1	1	1	2	1	1	1	1	2	1	2	25	1	4	1	2	2-02 SAN RAMON	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	1	2
1,006	1	1	99999	2	1	1	2	2	99999	99999	99999	99999	3	1	78	1	3	5	3	3-03 LA UNION	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	2
,389	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	49	1	5	1	2	2-01 ALAJUELA	1	1	2	1	1	2	2	1	5	1	99999	99999	99999	2	1	1	7	99999	2	3
,505	9	1	99999	2	1	2	1	2	1	1	2	1	3	2	29	1	5	1	5	5-05 CARRILLO	1	1	1	1	1	1	2	1	4	1	99999	99999	99999	1	1	1	7	99999	1	3
,393	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	53	1	5	1	5	5-02 NICOYA	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	1	2	2	7	99999	3	3
2,124	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	58	1	2	5	7	7-02 POCOCI	1	1	2	2	2	2	1	1	1	2	1	99999	99999	2	1	1	7	99999	3	1
2,124	9	2	8	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	65	1	2	5	5	5-07 ABANGARES	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	7	99999	3	1
1,593	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	19	1	3	6	6	6-03 BUENOS AIRES	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	1	7	99999	1	2
1,095	8	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	60	1	4	5	2	2-11 ALFARO RUIZ	1	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	2
2,124	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	64	1	2	5	5	5-09 NANDAYURE	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	1
,608	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	21	1	5	2	2	2-05 ATENAS	2	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	1	7	99999	1	3
,389	7	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	35	1	5	1	6	6-10 CORREDORES	2	1	1	1	2	1	1	1	5	1	99999	99999	99999	1	1	1	7	99999	2	3
1,593	3	1	99999	1	1	1	1	2	2	99999	99999	99999	2	1	25	1	4	1	2	2-02 SAN RAMON	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	1	2	7	99999	1	2
1,643	7	1	99999	2	1	1	2	1	2	99999	99999	99999	4	2	67	1	2	5	7	7-06 GUACIMO	1	2	2	2	2	2	1	2	99999	99999	99999	99999	99999	1	2	2	7	99999	3	1
,389	9	1	99999	1	2	1	99999	1	1	1	1	2	2	1	36	1	5	6	5	5-04 BAGACES	1	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	7	99999	2	3
1,643	3	1	99999	2	1	1	2	2	1	1	1	2	2	2	50	1	2	8	2	2-12 VALVERDE VEGA	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	1
,389	5	1	99999	1	1	99999	1	99999	1	1	1	1	2	1	34	1	5	1	1	1-01 SAN JOSE	2	1	1	9	2	2	1	1	1	1	99999	99999	99999	1	1	2	7	99999	2	3
1,079	3	1	99999	2	1	1	2	2	2	99999	99999	99999	4	2	45	1	4	1	1	1-01 SAN JOSE	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	1	7	99999	2	2
1,079	2	1	99999	1	2	1	2	1	1	2	1	2	2	2	35	1	4	4	2	2-02 SAN RAMON	2	1	2	2	2	2	1	1	3	1	99999	99999	99999	2	1	1	7	99999	2	2
,393	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	66	1	5	5	2	2-01 ALAJUELA	1	1	1	1	2	1	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	3
2,124	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	53	1	2	1	2	2-10 SAN CARLOS	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	1	1	2	7	99999	3	1
1,643	2	1	99999	2	1	1	2	2	2	99999	99999	99999	5	2	59	2	2	1	1	1-10 ALAJUELITA	1	1	2	2	2	2	2	1	6	2	2	4	99999	2	1	9	7	99999	3	1
1,095	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	60	1	4	4	3	3-01 CARTAGO	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	2
,424	7	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	45	1	5	1	2	2-01 ALAJUELA	1	1	1	1	2	2	1	1	1	1	99999	99999	99999	2	1	1	7	99999	2	3
,393	9	1	99999	2	1	1	1	2	1	1	1	2	2	2	50	1	5	6	2	2-10 SAN CARLOS	1	1	2	1	2	2	2	1	3	2	1	99999	99999	1	1	1	7	99999	3	3
,389	6	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	30	1	5	1	1	1-18 CURRIDABAT	2	1	2	1	1	1	2	2	99999	99999	99999	99999	99999	2	2	1	7	99999	2	3
,881	6	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	33	1	4	1	2	2-04 SAN MATEO	2	1	1	2	2	2	2	1	1	1	99999	99999	99999	2	2	1	7	99999	2	2
1,643	1	1	99999	2	2	2	2	2	2	99999	99999	99999	5	2	75	1	2	5	1	1-03 DESAMPARADOS	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	1	2	7	99999	3	1
2,438	9	1	99999	2	1	1	2	2	2	99999	99999	99999	2	2	22	1	4	6	7	7-03 SIQUIRRES	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	7	99999	1	2
,399	3	1	99999	2	1	1	2	2	2	99999	99999	99999	4	1	53	1	5	1	2	2-01 ALAJUELA	1	1	1	1	2	2	2	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	3
,608	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	24	1	5	1	2	2-12 VALVERDE VEGA	1	1	1	2	2	2	2	1	3	1	99999	99999	99999	1	1	1	7	99999	1	3
,881	3	1	99999	2	2	1	2	1	1	1	1	2	2	1	30	1	3	1	1	1-05 TARRAZU	2	1	1	2	2	2	1	1	4	1	99999	99999	99999	1	2	1	7	99999	2	2
1,821	99	1	99999	2	1	1	2	2	2	99999	99999	99999	5	2	42	1	2	4	6	6-01 PUNTARENAS	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	1	1	1	7	99999	2	1
1,643	3	1	99999	1	1	1	1	1	1	1	1	2	1	2	58	1	2	5	5	5-09 NANDAYURE	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	1
1,006	9	2	8	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	58	1	3	1	3	3-03 LA UNION	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	2
,389	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	48	1	5	1	2	2-03 GRECIA	1	1	1	1	1	2	1	1	3	1	99999	99999	99999	1	2	2	7	99999	2	3
,881	2	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	34	2	3	1	1	1-09 SANTA ANA	1	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	1	1	1	7	99999	2	2
1,643	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	72	1	2	4	4	4-02 BARVA	1	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	1	9	7	99999	3	1
,399	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	70	1	5	5	4	4-06 SAN ISIDRO	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	1	1	7	99999	3	3
2,124	2	1	99999	2	1	1	1	1	1	1	1	2	2	1	69	1	2	5	1	1-04 PURISCAL	1	1	1	2	2	2	1	1	3	1	99999	99999	99999	1	1	1	7	99999	3	1
4,193	9	1	99999	2	1	1	1	1	1	1	99999	99999	2	2	22	1	2	4	7	7-04 TALAMANCA	1	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	1	7	99999	1	1
2,438	3	1	99999	1	2	2	2	1	1	1	2	2	1	2	28	1	3	1	2	2-10 SAN CARLOS	2	1	2	2	2	2	1	1	3	1	99999	99999	99999	1	2	1	7	99999	1	2
1,643	99	1	99999	1	1	2	1	2	1	1	1	2	3	2	70	1	2	5	7	7-02 POCOCI	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	1	7	99999	3	1
2,503	6	1	99999	2	1	2	2	2	2	99999	99999	99999	3	1	43	1	2	1	6	6-01 PUNTARENAS	2	1	1	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	7	99999	2	1
1,643	1	1	99999	2	1	1	2	2	2	99999	99999	99999	5	2	78	1	1	5	3	3-03 LA UNION	1	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	1
2,503	3	1	99999	2	1	2	1	99999	2	99999	99999	99999	2	1	46	2	2	1	7	7-02 POCOCI	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	1	1	2	7	99999	2	1
,608	4	1	99999	2	1	2	1	2	1	1	1	2	2	1	25	1	5	1	6	6-03 BUENOS AIRES	2	1	1	1	2	2	2	1	4	1	99999	99999	99999	1	1	1	7	99999	1	3
1,006	99	1	99999	1	2	1	1	1	1	1	1	2	4	1	63	1	4	1	1	1-18 CURRIDABAT	1	1	1	1	1	2	1	1	3	1	99999	99999	99999	2	1	1	7	99999	3	2
,389	7	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	45	1	5	1	1	1-01 SAN JOSE	1	1	1	1	1	2	1	1	1	1	99999	99999	99999	1	1	99999	7	99999	2	3
1,643	99	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	65	1	2	4	3	3-01 CARTAGO	1	1	2	9	1	2	1	2	99999	99999	99999	99999	99999	2	1	2	7	99999	3	1
2,438	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	28	1	3	4	1	1-06 ASERRI	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	7	99999	1	2
,389	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	35	1	5	1	2	2-01 ALAJUELA	1	1	1	1	2	2	2	2	99999	99999	99999	99999	99999	2	1	1	7	99999	2	3
,389	5	1	99999	2	1	1	1	2	2	99999	99999	99999	4	1	36	1	5	3	1	1-01 SAN JOSE	2	1	1	1	1	2	1	1	3	1	99999	99999	99999	1	2	1	7	99999	2	3
,389	2	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	32	1	5	1	2	2-01 ALAJUELA	2	1	1	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	1	7	99999	2	3
,389	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	39	1	5	1	2	2-10 SAN CARLOS	1	1	1	1	2	1	2	2	99999	99999	99999	99999	99999	1	2	2	7	99999	2	3
,424	9	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	41	1	5	4	1	1-15 MONTES DE OCA	1	1	1	1	1	1	2	2	99999	99999	99999	99999	99999	2	2	1	7	99999	2	3
,424	1	1	99999	2	1	1	2	1	1	1	1	2	9	2	46	1	5	1	1	1-08 GOICOECHEA	1	1	1	1	2	2	1	1	5	1	99999	99999	99999	1	1	1	7	99999	2	3
1,095	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	60	1	4	5	2	2-02 SAN RAMON	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	2
,424	8	1	99999	2	1	2	2	1	2	99999	99999	99999	4	2	37	1	5	1	5	5-08 TILARAN	2	1	1	1	2	1	2	1	3	1	99999	99999	99999	1	1	1	7	99999	2	3
1,079	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	44	1	4	4	1	1-01 SAN JOSE	1	1	1	1	1	2	1	1	5	2	1	99999	99999	2	1	2	7	99999	2	2
,505	2	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	28	1	5	1	1	1-04 PURISCAL	1	1	1	1	2	1	1	1	3	2	1	99999	99999	1	1	99999	7	99999	1	3
1	6	1	99999	99999	99999	1	99999	99999	1	1	99999	2	4	2	99999	1	4	2	6	6-07 GOLFITO	2	1	2	2	2	2	2	1	1	1	99999	99999	99999	1	1	2	7	99999	99999	2
,505	2	1	99999	1	2	1	2	1	1	1	1	2	1	2	27	1	5	2	5	5-02 NICOYA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	1	3
,389	3	1	99999	2	1	2	99999	99999	1	1	99999	2	3	1	37	1	5	1	5	5-06 CAÑAS	2	1	1	1	2	1	2	1	3	2	9	9	9	1	2	1	7	99999	2	3
,424	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	40	1	5	1	2	2-01 ALAJUELA	1	1	2	2	2	2	2	1	4	1	99999	99999	99999	2	2	1	7	99999	2	3
1,095	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	58	1	4	1	1	1-01 SAN JOSE	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	8	99999	3	2
,881	7	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	30	1	3	1	1	1-09 SANTA ANA	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	1	8	99999	2	2
1,821	2	1	99999	2	2	1	1	1	1	1	1	2	1	2	42	1	2	1	1	1-19 PEREZ ZELEDON	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	8	99999	2	1
,881	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	39	1	4	1	1	1-13 TIBAS	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	1	88	99999	2	2
,505	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	20	1	5	3	1	1-08 GOICOECHEA	1	1	1	1	1	2	2	2	99999	99999	99999	99999	99999	2	2	1	88	99999	1	3
1,643	9	1	99999	2	2	99999	2	1	1	1	1	2	4	2	77	1	1	5	4	4-01 HEREDIA	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	1	88	99999	3	1
,424	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	45	1	5	1	1	1-19 PEREZ ZELEDON	2	1	1	1	1	1	1	1	4	1	99999	99999	99999	2	1	2	88	99999	2	3
,424	3	1	99999	1	2	2	2	1	1	1	1	2	3	2	40	1	5	1	2	2-01 ALAJUELA	1	1	1	1	1	1	1	1	6	9	2	4	99999	2	1	2	88	99999	2	3
,424	99	1	99999	2	1	2	2	2	1	1	1	1	3	2	30	1	5	3	5	5-02 NICOYA	2	1	9	2	2	2	1	1	3	1	99999	99999	99999	2	1	1	88	99999	2	3
,424	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	31	1	5	6	1	1-09 SANTA ANA	1	1	1	1	1	1	1	1	3	1	99999	99999	99999	2	1	1	88	99999	2	3
,393	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	53	1	5	1	1	1-18 CURRIDABAT	1	1	1	1	1	1	1	1	4	2	1	99999	99999	1	1	1	88	99999	3	3
1	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	63	1	8	5	1	1-15 MONTES DE OCA	1	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	1	2	2	88	99999	3	8
,608	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	24	1	5	3	1	1-08 GOICOECHEA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	1	99	99999	1	3
1,079	6	1	99999	2	1	1	2	2	2	99999	99999	99999	4	2	38	1	4	1	6	6-01 PUNTARENAS	1	1	1	2	2	2	1	1	6	1	99999	99999	99999	2	1	2	99	99999	2	2
2,503	6	1	99999	2	1	2	1	2	1	1	1	1	4	1	39	1	2	4	4	4-01 HEREDIA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	99999	2	1
,399	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	77	1	5	5	1	1-09 SANTA ANA	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	88	99999	3	3
,881	1	1	99999	2	1	1	2	2	1	1	1	2	1	1	41	1	4	1	2	2-11 ALFARO RUIZ	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	88	99999	2	2
,399	5	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	63	1	5	1	3	3-03 LA UNION	1	1	1	1	1	2	2	1	3	1	99999	99999	99999	1	1	1	12	99999	3	3
1,095	5	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	57	1	3	4	1	1-11 CORONADO	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	1	2	2	88	99999	3	2
,424	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	32	1	5	1	3	3-03 LA UNION	1	1	2	1	2	1	1	2	99999	99999	99999	99999	99999	2	1	1	6	99999	2	3
1,593	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	18	1	3	2	2	2-02 SAN RAMON	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	11	99999	1	2
1,821	6	1	99999	2	2	2	1	1	1	1	1	2	2	2	38	1	2	4	3	3-02 PARAISO	1	1	1	1	2	2	1	1	1	1	99999	99999	99999	2	1	2	11	99999	2	1
2,124	88	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	75	1	2	5	3	3-02 PARAISO	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	7	99999	3	1
,393	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	65	1	5	5	1	1-08 GOICOECHEA	1	1	1	1	1	2	1	1	9	1	99999	99999	99999	1	1	1	88	99999	3	3
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	46	1	5	1	2	2-03 GRECIA	1	2	2	2	2	2	1	1	3	1	99999	99999	99999	2	2	1	88	99999	2	3
,505	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	22	1	5	2	3	3-03 LA UNION	2	1	1	1	1	2	1	1	5	1	99999	99999	99999	1	2	2	88	99999	1	3
,393	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	50	1	5	1	1	1-01 SAN JOSE	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	1	1	1	7	99999	3	3
1,079	6	1	99999	2	1	1	2	2	1	1	2	2	1	2	48	2	3	3	4	4-03 SANTO DOMINGO	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	1	7	99999	2	2
1	3	1	99999	1	1	1	2	2	1	1	2	2	2	1	42	1	8	1	6	6-02 ESPARZA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	1	1	1	88	99999	2	8
,389	2	1	99999	1	1	1	2	1	1	1	1	2	2	1	32	1	5	1	7	7-03 SIQUIRRES	1	1	1	1	1	1	1	1	5	1	99999	99999	99999	1	1	1	3	99999	2	3
1,006	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	76	1	4	5	1	1-03 DESAMPARADOS	1	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	1	3	99999	3	2
,399	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	70	1	5	5	7	7-02 POCOCI	1	1	1	1	2	1	1	2	99999	99999	99999	99999	99999	1	1	1	3	99999	3	3
2,124	8	1	99999	1	1	1	1	1	1	1	1	2	1	1	76	1	2	5	1	1-19 PEREZ ZELEDON	1	2	2	2	2	2	1	1	1	1	99999	99999	99999	2	2	1	3	99999	3	1
,393	3	1	99999	2	1	1	2	2	1	1	2	2	2	2	60	1	5	1	2	2-03 GRECIA	2	1	2	1	2	2	2	1	3	1	99999	99999	99999	1	1	1	3	99999	3	3
,389	9	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	31	1	5	3	3	3-01 CARTAGO	2	1	1	1	1	2	2	1	3	1	99999	99999	99999	2	2	1	3	99999	2	3
,399	7	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	58	1	5	1	1	1-03 DESAMPARADOS	1	1	1	1	2	2	1	1	1	2	1	99999	99999	2	1	2	3	99999	3	3
1,079	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	44	1	4	1	1	1-14 MORAVIA	2	1	1	2	2	2	2	2	99999	99999	99999	99999	99999	2	1	1	9	99999	2	2
1,593	5	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	25	1	4	1	4	4-10 SARAPIQUI	2	1	2	2	2	2	2	1	1	1	99999	99999	99999	2	1	1	9	99999	1	2
,505	5	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	27	1	5	3	2	2-01 ALAJUELA	2	1	2	1	1	2	2	1	4	2	1	99999	99999	2	1	2	9	99999	1	3
,399	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	68	1	5	1	7	7-01 LIMON	1	1	1	1	1	1	1	1	5	1	99999	99999	99999	1	2	1	9	99999	3	3
,505	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	24	1	5	2	2	2-07 PALMARES	1	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	1	1	1	9	99999	1	3
1,643	99	1	99999	2	1	1	1	2	2	99999	99999	99999	2	2	60	1	2	4	1	1-14 MORAVIA	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	1	1	9	99999	3	1
1,643	5	1	99999	2	1	1	1	2	1	1	2	2	3	2	64	1	1	4	3	3-07 OREAMUNO	1	2	2	2	1	1	1	1	3	1	99999	99999	99999	2	2	2	99999	1	3	1
,424	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	31	1	5	6	1	1-02 ESCAZU	1	1	1	1	1	1	1	1	4	1	99999	99999	99999	2	2	2	99999	1	2	3
1,079	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	40	1	4	1	4	4-01 HEREDIA	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	2
,399	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	82	1	5	5	2	2-01 ALAJUELA	1	1	1	1	1	1	1	1	6	2	2	9	2	2	2	2	99999	1	3	3
1,643	1	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	77	1	1	4	3	3-01 CARTAGO	1	2	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	1
,608	1	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	19	1	5	2	2	2-01 ALAJUELA	1	1	1	1	1	1	1	1	3	9	9	9	9	2	2	2	99999	1	1	3
2,503	3	1	99999	2	1	2	2	2	1	2	2	2	3	1	32	1	2	1	2	2-10 SAN CARLOS	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	1	1	99999	1	2	1
1,095	6	1	99999	2	1	2	2	2	2	99999	99999	99999	4	2	57	2	4	4	1	1-01 SAN JOSE	1	1	2	1	1	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	2
1,643	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	67	1	2	4	1	1-01 SAN JOSE	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	1
,608	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	21	1	5	2	1	1-10 ALAJUELITA	2	1	2	1	1	2	1	1	3	2	1	99999	99999	2	2	2	99999	1	1	3
1,821	3	1	99999	1	1	1	1	1	1	1	1	2	2	2	48	1	1	4	3	3-01 CARTAGO	1	1	2	1	1	2	1	1	5	1	99999	99999	99999	2	2	2	99999	1	2	1
1,821	5	1	99999	2	1	1	2	2	2	99999	99999	99999	3	2	41	1	1	4	6	6-03 BUENOS AIRES	1	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	1
,424	3	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	31	1	5	1	2	2-10 SAN CARLOS	2	1	2	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	1	2	3
,881	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	32	1	4	1	2	2-02 SAN RAMON	1	1	2	1	1	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	2
1,643	3	1	99999	1	1	1	1	1	1	1	1	1	2	2	78	1	1	4	4	4-01 HEREDIA	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	1
,393	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	56	1	5	4	4	4-03 SANTO DOMINGO	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	3
2,438	2	1	99999	2	2	1	2	2	2	99999	99999	99999	5	2	26	1	4	3	1	1-08 GOICOECHEA	2	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	2
,399	2	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	54	1	5	1	1	1-01 SAN JOSE	1	1	1	1	1	1	1	1	1	1	99999	99999	99999	2	2	2	99999	1	3	3
1,593	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	20	1	4	2	4	4-01 HEREDIA	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	2
1,643	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	66	2	2	4	4	4-01 HEREDIA	1	2	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	1
1,079	9	1	99999	2	1	1	1	99999	99999	99999	99999	99999	1	2	40	1	4	1	2	2-10 SAN CARLOS	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	2
,399	1	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	52	1	5	1	1	1-01 SAN JOSE	1	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	3
,399	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	53	1	5	1	4	4-03 SANTO DOMINGO	1	1	1	1	1	2	1	1	4	2	1	99999	99999	2	2	2	99999	1	3	3
